date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ 
Hôm nay,/files/properties/2019/9/22/thumbnails/20190922_123147_5137259_0.jpg,3m,4 lầu,4 phòng ngủ,NULL, 40 m vuông, ---, _," 2,4 tỷ ","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/9/21/thumbnails/20190921_121112_5133481_0.jpg,3m,3 lầu,4 phòng ngủ,NULL, 60 m vuông, ---, _," 2,95 tỷ ","Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/9/26/thumbnails/20190926_014428_5162633_0.jpg,3m,4 lầu,4 phòng ngủ,NULL, 42 m vuông, ---, _," 2,35 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/13/thumbnails/0ban-nha-mau-luong-oto-vao-nha-kinh-doanh-tot-lo-goc-5t-34m2-gia-chi-2-5ty.jpg,5m,5 lầu,3 phòng ngủ,chỗ để xe, 34 m vuông," 3,2x10m", Đông Nam," 2,5 tỷ ","Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/13/thumbnails/0ban-nha-dan-mat-ngo-6-le-trong-tan-oto-vao-nha-kinh-doanh-tot-nhin-sang-toa-flc-3t-26m2-g.jpg,6m,3 lầu,2 phòng ngủ,chỗ để xe, 26 m vuông," 3,3x7m", Đông Nam," 1,95 tỷ ","Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/14/thumbnails/05926984-5147-ban-nha-trong-hem-quan-ha-dong.jpg,5m,5 lầu,3 phòng ngủ,chỗ để xe, 38 m vuông, 4x9m, Nam," 4,1 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/14/thumbnails/0ban-nha-doi-dien-park-city-oto-do-cach-10m-full-noi-that-xay-moi-5t-33m2-gia-chi-2ty.jpg,3m,5 lầu,3 phòng ngủ,NULL, 33 m vuông, 4x8m, Đông Nam, 2 tỷ ,"Đường Bia Bà, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/29/thumbnails/06833825-1133-ban-nha-trong-hem-ha-noi-gia-re.jpg,5m,6 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, 4x11m, _," 8,6 tỷ ","Đường Cầu Giấy, Phường Xuân Thủy, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/29/thumbnails/06833900-1905-ban-nha-trong-hem-ha-noi-gia-re.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, 5x10m, _," 4,3 tỷ ","Đường Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837590-4911-ban-nha-trong-hem-quan-thanh-xuan.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 40 m vuông," 4,5x10m", _," 7,5 tỷ ","Phố Nguyễn Viết Xuân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837728-3032-ban-nha-mat-tien-quan-tay-ho.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 70 m vuông," 5,5x13m", _," 8,5 tỷ ","Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/0tay-ho-dep-den-nao-long-60m2-5-tang-xung-dang-de-huong-thu-.jpg,5m,5 lầu,4 phòng ngủ,NULL, 60 m vuông," 4,8x18m", _, 9 tỷ ,"Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837622-5926-ban-nha-mat-tien-ha-noi-gia-re.jpg,20m,6 lầu,4 phòng ngủ,chỗ để xe, 60 m vuông," 4,5x14m", _, 14 tỷ ,"Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837645-0607-ban-nha-trong-hem-quan-cau-giay.jpg,10m,5 lầu,4 phòng ngủ,chỗ để xe, 65 m vuông," 6,2x12m", _," 11,3 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837775-4935-ban-nha-trong-hem-quan-tay-ho-gia-re.jpg,8m,5 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông," 4,5x12m", _," 11,5 tỷ ","Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/0mat-pho-quan-ba-dinh-mat-tien-7m2-50m2-kinh-doanh-moi-loai-hinh-chua-toi-8-3-ty-.jpg,10m,5 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông," 7,2x6,5m", Tây Bắc," 8,3 tỷ ","Phố Nghĩa Dũng, Phường Phúc Xá, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06847787-4222-ban-nha-mat-tien-quan-cau-giay-chinh-chu.jpg,40m,4 lầu,4 phòng ngủ,chỗ để xe, 120 m vuông," 5,6x22m", _, 29 tỷ ,"Đường Nguyễn Hoàng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/06857034-4300-ban-nha-trong-hem-quan-cau-giay.jpg,8m,5 lầu,4 phòng ngủ,chỗ để xe, 55 m vuông, 4x12m, _," 9,2 tỷ ","Phố Tô Hiệu, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/06856871-3036-ban-nha-mat-tien-quan-cau-giay-gia-re.jpg,10m,6 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông," 5,6x10m", Nam," 9,6 tỷ ","Phố Trần Quốc Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/0ban-nha-nguyen-khang-75m2-7-tang-thang-may-kinh-doanh-vp-spa-oto-do-ngay-dem-.jpg,8m,7 lầu,6 phòng ngủ,chỗ để xe, 75 m vuông, 4x19m, _," 10,5 tỷ ","Đường Nguyễn Khang, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2019/6/19/thumbnails/20190619_094605_4618620_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông, 4x8m, Đông Nam," 2,75 tỷ ","Đường Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/26/thumbnails/20190626_021626_4659843_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 46 m vuông," 4,3x12m", Nam," 2,6 tỷ ","Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/25/thumbnails/20190625_083545_4649960_0.jpg,"2,5m",5 lầu,9 phòng ngủ,NULL, 48 m vuông," 3,7x14m", Đông Nam," 3,7 tỷ ","Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/25/thumbnails/20190625_084358_4650075_0.jpg,3m,5 lầu,9 phòng ngủ,chỗ để xe, 50 m vuông," 3,7x15m", Tây Nam," 3,6 tỷ ","Đường Yên Phúc, Phường Phúc La, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/20/thumbnails/20190520_091538_4446362_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 33 m vuông," 3,5x9,5m", Đông Nam," 2,4 tỷ ","Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/21/thumbnails/20190521_103752_4453476_0.jpg,"2,3m",4 lầu,4 phòng ngủ,NULL, 35 m vuông," 3,5x10m", Tây," 2,2 tỷ ","Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/22/thumbnails/20190522_092936_4459324_0.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 33 m vuông, 5x6m, Đông," 2,05 tỷ ","Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/16/thumbnails/20190516_113124_4427654_0.jpg,"2,5m",5 lầu,6 phòng ngủ,chỗ để xe, 38 m vuông," 3,6x10m", Đông Nam," 2,45 tỷ ","Đường Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/11/thumbnails/20190511_112541_4400504_0.jpg,3m,4 lầu,3 phòng ngủ,chỗ để xe, 34 m vuông," 3,5x10m", Đông," 2,05 tỷ ","Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/12/thumbnails/20190512_071033_4403310_0.jpg,2m,4 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,5x9,5m", Đông Nam," 2,18 tỷ ","Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/10/thumbnails/20190510_113044_4394825_0.jpg,2m,5 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,5x10m", Đông Bắc," 2,1 tỷ ","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/5/thumbnails/20190505_105000_4365044_0.jpg,3m,4 lầu,4 phòng ngủ,chỗ để xe, 34 m vuông," 3,5x10m", Tây Bắc, 2 tỷ ,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/6/thumbnails/20190506_010655_4369154_0.jpg,"2,8m",4 lầu,3 phòng ngủ,NULL, 34 m vuông," 3,5x10m", Tây Bắc," 2,2 tỷ ","Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/6/thumbnails/20190506_010843_4369156_0.jpg,"2,8m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông," 3,5x10m", Đông Nam, 2 tỷ ,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/7/thumbnails/20190507_084823_4373056_0.jpg,"2,5m",5 lầu,4 phòng ngủ,NULL, 36 m vuông," 3,5x11m", Đông Nam," 2,25 tỷ ","Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/8/thumbnails/20190508_090155_4380062_0.jpg,7m,NULL,NULL,NULL, 43 m vuông," 4x10,8m", Tây Nam," 2,8 tỷ ","Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/29/thumbnails/20190529_120920_4500426_0.jpg,3m,4 lầu,4 phòng ngủ,NULL, 35 m vuông," 3,5x3m", Tây Bắc," 1,8 tỷ ","Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/31/thumbnails/20190531_094725_4511983_0.jpg,"2,2m",4 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,6x9m", Tây Bắc," 2,2 tỷ ","Phố Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/25/thumbnails/20190525_100435_4479454_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông," 3,5x10m", Bắc," 2,2 tỷ ","Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/5/thumbnails/20190605_092206_4537062_0.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 33 m vuông, 4x8m, Bắc," 1,95 tỷ ","Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/5/thumbnails/20190605_092402_4537095_0.jpg,2m,3 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,5x9m", Đông Nam," 1,92 tỷ ","Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/3/thumbnails/20190603_085538_4523897_0.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 33 m vuông, 4x8m, Tây Nam," 2,1 tỷ ","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/10/thumbnails/20190610_103834_4564652_0.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 33 m vuông, 33x9m, Bắc," 1,95 tỷ ","Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/7/thumbnails/20190607_102524_4551661_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông, 4x8m, Tây," 2,2 tỷ ","Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/9/23/thumbnails/20190923_081313_5138827_0.jpg,4m,5 lầu,3 phòng ngủ,NULL, 32 m vuông, ---, _," 2,7 tỷ ","Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/9/22/thumbnails/20190922_123147_5137259_0.jpg,3m,4 lầu,4 phòng ngủ,NULL, 40 m vuông, ---, _," 2,4 tỷ ","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/9/21/thumbnails/20190921_121112_5133481_0.jpg,3m,3 lầu,4 phòng ngủ,NULL, 60 m vuông, ---, _," 2,95 tỷ ","Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/9/26/thumbnails/20190926_014428_5162633_0.jpg,3m,4 lầu,4 phòng ngủ,NULL, 42 m vuông, ---, _," 2,35 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/13/thumbnails/0ban-nha-mau-luong-oto-vao-nha-kinh-doanh-tot-lo-goc-5t-34m2-gia-chi-2-5ty.jpg,5m,5 lầu,3 phòng ngủ,chỗ để xe, 34 m vuông," 3,2x10m", Đông Nam," 2,5 tỷ ","Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/13/thumbnails/0ban-nha-dan-mat-ngo-6-le-trong-tan-oto-vao-nha-kinh-doanh-tot-nhin-sang-toa-flc-3t-26m2-g.jpg,6m,3 lầu,2 phòng ngủ,chỗ để xe, 26 m vuông," 3,3x7m", Đông Nam," 1,95 tỷ ","Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/14/thumbnails/05926984-5147-ban-nha-trong-hem-quan-ha-dong.jpg,5m,5 lầu,3 phòng ngủ,chỗ để xe, 38 m vuông, 4x9m, Nam," 4,1 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/14/thumbnails/0ban-nha-doi-dien-park-city-oto-do-cach-10m-full-noi-that-xay-moi-5t-33m2-gia-chi-2ty.jpg,3m,5 lầu,3 phòng ngủ,NULL, 33 m vuông, 4x8m, Đông Nam, 2 tỷ ,"Đường Bia Bà, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/15/thumbnails/0cc-ban-nha-sat-khu-dau-gia-da-sy-ha-tri-gac-lung-xay-moi-36m2-4t-gia-chi-2-1ty.jpg,"2,2m",4 lầu,3 phòng ngủ,NULL, 36 m vuông, 4x9m, Đông Bắc," 2,1 tỷ ","Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/15/thumbnails/05931311-1950-ban-nha-trong-hem-quan-ha-dong-gia-re.jpg,"2,2m",5 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,3x10m", Đông Nam," 2,4 tỷ ","Đường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/18/thumbnails/05948072-4743-ban-nha-trong-hem-quan-ha-dong-gia-re.jpg,"2,2m",4 lầu,3 phòng ngủ,NULL, 36 m vuông, 4x9m, Đông," 2,1 tỷ ","Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/18/thumbnails/05947994-3709-ban-nha-trong-hem-quan-ha-dong.jpg,"2,2m",5 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,3x10m", Đông Nam," 2,4 tỷ ","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/19/thumbnails/05952520-5506-ban-nha-trong-hem-ha-noi.jpg,5m,5 lầu,3 phòng ngủ,chỗ để xe, 33 m vuông," 3,7x8m", Tây Bắc," 3,37 tỷ ","Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/20/thumbnails/0ban-nha-tu-xay-3t-gan-nga-5-ha-tri-duong-thong-full-noi-that-gia-chi-1-85ty-33m2.jpg,3m,3 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,3x10m", Nam," 1,85 tỷ ","Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/4/24/thumbnails/0ban-nha-gan-nguyen-khuyen-ho-van-quan-taxi-cach-nha-10m-ngo-thong-thoang-5t-34m2-gia-chi.jpg,3m,5 lầu,3 phòng ngủ,NULL, 34 m vuông," 3,5x10m", Đông Nam," 2,45 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/4/24/thumbnails/06068262-1754-ban-nha-trong-hem-ha-noi.jpg,3m,4 lầu,3 phòng ngủ,NULL, 35 m vuông," 3,5x10m", Tây Nam," 2,05 tỷ ","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/3/21/thumbnails/05964215-5451-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,2 lầu,2 phòng ngủ,NULL, 41 m vuông," 3,2x14m", Đông Bắc," 1,85 tỷ ","Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/24/thumbnails/06989245-2101-ban-nha-mat-tien-ha-noi.jpg,8m,5 lầu,3 phòng ngủ,chỗ để xe, 35 m vuông," 3,4x8m", _, 6 tỷ ,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06977478-2611-ban-nha-mat-tien-ha-noi.jpg,10m,7 lầu,6 phòng ngủ,NULL, 60 m vuông, 5x11m, _, 16 tỷ ,"Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/23/thumbnails/06984836-4657-ban-nha-mat-tien-quan-dong-da-gia-re.jpg,7m,7 lầu,6 phòng ngủ,NULL, 60 m vuông, 6x10m, Tây," 15,5 tỷ ","Phố Thái Hà, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/2/thumbnails/06851396-5008-ban-nha-mat-tien-quan-dong-da.jpg,5m,8 lầu,11 phòng ngủ,chỗ để xe, 73 m vuông, 4x19m, _," 16,8 tỷ ","Phố Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/4/27/thumbnails/06081861-1429-ban-biet-thu-nha-lien-ke-ha-noi-chinh-chu.jpg,5m,4 lầu,3 phòng ngủ,NULL, 95 m vuông, 5x19m, _," 6,8 tỷ ","Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/4/27/thumbnails/0ban-gap-nha-ngo-gia-tu-de-xuat-ngoai-lo-goc-oto-qua-nha-4-tang-moi-dt-48m-chi-2-95-ty.jpg,3m,4 lầu,3 phòng ngủ,chỗ để xe, 48 m vuông, 4x12m, _," 2,95 tỷ ","Đường Ngô Gia Tự, Phường Phúc Đồng, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/4/27/thumbnails/06079213-0136-ban-nha-trong-hem-quan-long-bien-gia-re.jpg,"3,5m",5 lầu,4 phòng ngủ,chỗ để xe, 52 m vuông, ---, Đông Nam," 3,7 tỷ ","Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/4/27/thumbnails/0ban-nha-moi-nguyen-van-cu-35m2-4tang-gan-duong-oto-gia-chi-2-7ty-dang-rat-hot.jpg,"2,5m",4 lầu,3 phòng ngủ,chỗ để xe, 35 m vuông, ---, _," 2,7 tỷ ","Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/4/thumbnails/0ban-nha-moi-pho-nguyen-son-4tang-6mmat-tien-dt38m2-chi-3-75-ty.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 38 m vuông, 6x7m, _," 3,75 tỷ ","Đường Nguyễn Sơn, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/2/thumbnails/06096774-2905-ban-nha-trong-hem-quan-long-bien-gia-re.jpg,4m,4 lầu,3 phòng ngủ,NULL, 42 m vuông, 4x11m, Đông Nam," 2,6 tỷ ","Đường Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/4/30/thumbnails/06092601-0016-ban-nha-trong-hem-quan-long-bien-gia-re.jpg,4m,4 lầu,3 phòng ngủ,chỗ để xe, 31 m vuông," 3,5x10m", _," 2,5 tỷ ","Đường Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/4/29/thumbnails/0ban-nha-phan-lo-ngoc-lam-xam-uat-ngo-oto-thong-4-tang-2-mat-tien-chi-3-95-ty.jpg,4m,4 lầu,4 phòng ngủ,chỗ để xe, 46 m vuông, 4x12m, _," 3,95 tỷ ","Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/12/thumbnails/06140824-4312-ban-biet-thu-nha-lien-ke-ha-noi.jpg,4m,4 lầu,4 phòng ngủ,chỗ để xe, 88 m vuông, 8x11m, _," 5,18 tỷ ","Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/11/thumbnails/06134999-4238-ban-nha-mat-tien-ha-noi-gia-re.jpg,3m,5 lầu,3 phòng ngủ,NULL, 31 m vuông," 3,6x9m", _," 2,65 tỷ ","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/11/thumbnails/06135009-4743-ban-nha-mat-tien-ha-noi.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 42 m vuông," 4,2x10m", _," 3,9 tỷ ","Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/6/thumbnails/06114095-4605-ban-dat-tho-cu-dat-o-quan-long-bien-gia-re.jpg,"2,5m",NULL,NULL,NULL, 40 m vuông, 4x10m, _," 1,8 tỷ ","Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/7/thumbnails/06119894-4433-ban-nha-mat-tien-quan-long-bien-chinh-chu.jpg,4m,4 lầu,3 phòng ngủ,chỗ để xe, 38 m vuông, 4x10m, _," 4,5 tỷ ","Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/7/thumbnails/06117043-3011-ban-nha-mat-tien-quan-long-bien.jpg,6m,7 lầu,5 phòng ngủ,NULL, 83 m vuông, 6x14m, _, 11 tỷ ,"Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/10/thumbnails/06132518-3306-ban-nha-trong-hem-quan-long-bien.jpg,"2,5m",3 lầu,3 phòng ngủ,NULL, 74 m vuông, 4x12m, _," 2,5 tỷ ","Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/10/thumbnails/06132535-5524-ban-biet-thu-nha-lien-ke-huyen-gia-lam-chinh-chu.jpg,8m,2 lầu,4 phòng ngủ,NULL, 260 m vuông, 13x20m, _, 28 tỷ ,"Đường Quốc lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội"
Hôm nay,/files/properties/2020/5/8/thumbnails/06126710-4542-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,4m,4 lầu,3 phòng ngủ,chỗ để xe, 31 m vuông, 4x8m, _," 2,1 tỷ ","Đường Ngô Gia Tự, Phường Long Biên, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/18/thumbnails/06174683-4441-ban-nha-mat-tien-ha-noi-gia-re.jpg,10m,4 lầu,3 phòng ngủ,chỗ để xe, 40 m vuông, 4x10m, _," 5,5 tỷ ","Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/18/thumbnails/06174725-2252-ban-nha-trong-hem-quan-long-bien-chinh-chu.jpg,"2,5m",5 lầu,3 phòng ngủ,NULL, 30 m vuông," 3,5x9m", _," 2,38 tỷ ","Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/15/thumbnails/06166313-3143-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,3m,5 lầu,5 phòng ngủ,NULL, 37 m vuông, 4x9m, _," 2,9 tỷ ","Đường Trường Lâm, Phường Đức Giang, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/15/thumbnails/06166320-3423-ban-nha-trong-hem-quan-long-bien.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 30 m vuông, 4x9m, _," 1,98 tỷ ","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội"
Hôm nay,/files/properties/2020/5/16/thumbnails/06167208-1618-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 48 m vuông," 5,2x9m", _," 6,3 tỷ ","Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"
